,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
920,934.0,0,2.0,1,2,0,30,0.7,182.0,8,15,521.0,1190.0,703.0,10,8,7,0,0,1,0
537,737.0,1,2.4,1,7,0,49,0.6,193.0,4,16,781.0,1463.0,2951.0,7,0,10,0,1,0,2
758,1264.0,0,2.9,1,2,1,34,0.2,171.0,3,3,562.0,849.0,419.0,7,4,3,1,1,1,0
1904,1494.0,0,1.6,0,3,1,45,0.8,158.0,5,4,449.0,790.0,3208.0,11,9,4,1,0,0,3
1062,587.0,1,2.5,0,16,1,51,0.6,111.0,1,17,244.0,1361.0,2746.0,10,4,7,1,0,1,2
1199,894.0,0,0.7,0,2,1,58,0.1,123.0,2,3,158.0,747.0,3305.0,12,7,2,1,0,0,2
245,1373.0,1,1.0,1,2,0,50,0.2,127.0,7,12,105.0,673.0,3800.0,8,3,14,1,0,0,3
1416,1448.0,0,0.5,1,18,0,2,0.2,100.0,5,19,846.0,1144.0,593.0,9,4,18,1,1,1,0
1127,618.0,0,0.6,0,8,0,16,0.2,143.0,1,14,1105.0,1602.0,2262.0,16,15,4,0,1,0,2
784,1892.0,1,0.7,0,5,0,47,0.4,110.0,4,10,1399.0,1564.0,2172.0,17,14,3,1,1,1,2
1742,657.0,1,1.9,1,2,0,21,0.1,110.0,8,8,705.0,1905.0,783.0,6,1,11,1,1,0,0
489,1138.0,0,1.1,0,5,1,48,0.6,109.0,3,14,233.0,1777.0,2048.0,6,0,18,1,1,1,2
154,1547.0,0,2.9,1,6,0,45,0.7,166.0,2,8,583.0,590.0,505.0,12,2,3,0,1,1,0
961,1807.0,1,0.5,1,2,1,61,0.1,134.0,6,6,1734.0,1968.0,3726.0,8,5,15,1,0,0,3
853,1195.0,1,1.1,1,2,1,8,0.9,80.0,6,6,327.0,1001.0,643.0,14,2,19,1,0,0,0
1311,643.0,1,0.7,1,3,1,23,0.8,156.0,1,9,314.0,1400.0,2096.0,13,6,2,1,0,0,1
625,501.0,0,2.3,0,12,1,54,0.3,131.0,4,19,504.0,1089.0,2346.0,13,12,2,1,0,1,1
685,1362.0,0,0.5,0,3,0,25,0.8,131.0,7,9,553.0,1505.0,995.0,7,6,18,0,1,1,0
1561,1076.0,0,2.3,1,0,1,14,0.7,191.0,5,0,1088.0,1718.0,2355.0,17,16,2,1,1,1,2
569,1366.0,1,0.7,1,0,1,34,0.1,150.0,2,9,402.0,964.0,3501.0,13,11,3,1,0,0,3
1908,689.0,0,1.4,0,2,0,45,0.5,103.0,5,11,256.0,823.0,3585.0,10,1,10,1,0,0,3
17,595.0,0,0.9,1,7,1,23,0.1,121.0,3,17,441.0,810.0,3752.0,10,2,18,1,1,0,3
127,1564.0,0,2.3,0,4,1,25,0.5,189.0,6,17,1259.0,1965.0,1496.0,6,4,7,1,1,1,1
1346,1446.0,1,2.8,1,0,1,18,0.3,178.0,8,1,351.0,1769.0,3340.0,8,0,16,1,1,1,3
1279,1602.0,0,0.6,0,12,0,58,0.4,170.0,1,13,1259.0,1746.0,3622.0,17,2,17,0,1,1,3
1968,1667.0,0,1.0,1,0,1,21,0.9,138.0,2,0,1211.0,1396.0,635.0,17,7,15,1,0,0,0
927,959.0,1,1.7,0,15,0,13,0.4,155.0,4,16,87.0,736.0,3328.0,10,9,10,1,1,1,2
980,1597.0,0,2.3,0,11,0,34,0.4,89.0,1,14,64.0,1667.0,934.0,16,10,9,0,1,0,0
1964,1753.0,0,0.7,0,4,0,40,0.6,191.0,4,11,1652.0,1983.0,1112.0,8,2,15,1,1,1,1
190,596.0,0,1.4,0,8,0,46,0.6,165.0,1,18,953.0,984.0,2505.0,15,4,15,1,1,0,1
1139,831.0,0,2.4,0,10,0,55,0.5,86.0,6,12,172.0,1239.0,1075.0,12,11,3,1,1,0,0
992,1090.0,0,1.3,1,5,0,27,0.1,91.0,4,16,1638.0,1910.0,1352.0,5,1,11,0,1,0,1
1955,1515.0,1,2.1,1,4,1,24,0.9,176.0,5,6,747.0,1247.0,3104.0,6,5,20,1,0,0,3
1656,1150.0,1,0.5,1,4,1,27,1.0,134.0,1,17,234.0,1947.0,1610.0,11,0,16,1,0,0,1
606,1871.0,1,2.0,0,7,1,20,0.1,81.0,7,14,88.0,1682.0,2144.0,13,12,12,1,1,1,2
180,703.0,1,2.7,0,12,1,30,0.3,113.0,1,20,218.0,1065.0,1472.0,14,7,7,1,0,0,0
301,977.0,1,1.1,1,2,0,57,0.6,181.0,6,7,63.0,566.0,1206.0,7,1,8,0,1,1,0
496,1554.0,1,0.5,1,11,0,5,1.0,124.0,3,12,395.0,1579.0,3635.0,7,4,18,0,0,0,3
1720,1248.0,0,2.4,0,6,1,9,0.4,89.0,3,8,71.0,1686.0,2454.0,9,8,13,1,1,0,2
1709,1922.0,0,0.5,0,15,1,42,0.6,153.0,8,16,725.0,1882.0,3564.0,12,1,17,1,0,0,3
1887,1719.0,1,2.1,1,0,0,52,0.1,187.0,3,1,417.0,520.0,2610.0,10,1,11,1,1,1,2
1991,1882.0,0,2.0,0,11,1,44,0.8,113.0,8,19,4.0,743.0,3579.0,19,8,20,1,1,0,3
517,1059.0,0,2.4,0,8,0,61,0.1,134.0,3,18,1613.0,1916.0,3716.0,15,13,11,1,1,0,3
1984,797.0,0,2.2,1,0,0,37,0.9,144.0,7,2,206.0,1167.0,2216.0,9,5,6,1,0,0,1
1069,1414.0,0,2.6,0,1,0,27,0.6,137.0,4,20,804.0,1564.0,312.0,5,2,8,0,0,1,0
476,1588.0,0,0.5,0,0,1,61,0.8,159.0,1,13,1064.0,1594.0,3272.0,18,0,17,1,1,0,3
157,1224.0,0,0.5,0,16,1,6,0.4,109.0,6,18,747.0,826.0,506.0,10,0,11,1,1,1,0
1243,1180.0,1,1.2,0,5,1,50,1.0,144.0,4,20,925.0,1252.0,1464.0,7,3,20,1,1,1,1
1195,1009.0,1,2.8,1,7,1,2,0.6,115.0,7,15,267.0,1841.0,2286.0,19,8,13,1,0,0,2
16,838.0,0,0.5,0,1,1,13,0.1,196.0,8,4,984.0,1850.0,3554.0,10,9,19,1,0,1,3
1535,600.0,1,1.8,0,9,1,6,0.8,199.0,2,15,486.0,1032.0,3495.0,17,4,7,1,1,0,2
1072,1342.0,0,1.0,0,0,1,31,0.6,86.0,7,1,991.0,1638.0,2746.0,15,5,10,1,1,0,3
1971,538.0,0,1.1,1,0,1,25,0.3,163.0,7,7,455.0,537.0,2215.0,9,3,17,1,1,1,1
546,1350.0,1,0.5,1,0,1,50,0.8,181.0,8,4,369.0,544.0,2287.0,15,1,8,1,1,0,1
1539,875.0,1,0.7,1,1,0,30,0.7,146.0,8,8,469.0,853.0,702.0,19,15,15,1,1,1,0
658,1926.0,1,1.1,0,13,1,50,0.2,179.0,6,17,371.0,1000.0,3809.0,17,12,17,1,1,0,3
1625,1000.0,0,2.7,0,1,1,58,1.0,135.0,5,12,461.0,833.0,862.0,7,0,20,1,0,0,0
1019,1986.0,0,2.7,1,3,1,64,0.2,162.0,4,20,236.0,1520.0,1377.0,5,3,15,1,1,1,1
1662,1751.0,0,2.5,0,1,0,4,0.6,146.0,8,9,1499.0,1952.0,1155.0,19,14,12,0,1,1,1
1504,1731.0,1,1.4,1,4,1,4,0.5,163.0,6,18,809.0,1988.0,3892.0,5,1,4,1,1,1,3
959,1569.0,0,0.5,1,3,0,33,0.2,147.0,1,13,519.0,930.0,3538.0,18,1,15,1,0,1,3
1881,1802.0,1,1.2,1,8,0,27,0.5,116.0,5,16,453.0,963.0,1885.0,10,9,7,1,1,0,2
283,659.0,0,2.7,0,6,1,6,0.5,110.0,3,7,1054.0,1929.0,2044.0,15,5,2,1,0,1,1
797,1320.0,0,2.1,1,0,1,41,0.6,144.0,7,2,123.0,1229.0,542.0,11,1,14,1,1,0,0
1626,841.0,0,0.5,0,6,1,11,0.3,81.0,5,14,125.0,675.0,957.0,6,5,11,1,1,0,0
225,1634.0,1,1.4,0,1,1,17,0.2,200.0,2,5,964.0,1677.0,3031.0,11,6,6,1,1,1,3
26,519.0,1,1.6,1,7,1,51,0.3,132.0,4,19,550.0,645.0,3763.0,16,1,4,1,0,1,3
1770,1946.0,0,2.7,1,8,0,8,0.3,123.0,8,19,647.0,1849.0,3117.0,6,0,2,1,0,0,3
437,1472.0,0,2.8,1,1,0,36,0.5,130.0,6,10,1452.0,1744.0,985.0,12,11,7,1,1,0,1
1948,748.0,0,1.4,0,0,0,25,1.0,110.0,7,14,88.0,709.0,1974.0,17,5,13,0,1,1,1
1388,1924.0,0,0.5,0,3,1,63,0.3,111.0,2,10,122.0,686.0,3423.0,13,3,19,1,0,0,3
229,1689.0,0,1.8,0,17,0,24,0.3,127.0,3,18,954.0,1200.0,2766.0,7,2,7,0,1,1,3
37,1725.0,1,1.6,1,6,1,6,0.5,119.0,2,18,609.0,1307.0,3429.0,6,5,4,1,1,0,3
749,802.0,1,2.4,1,1,0,45,0.8,157.0,3,9,1299.0,1633.0,3713.0,8,3,8,0,0,0,3
1045,531.0,0,1.1,0,10,0,63,0.7,189.0,7,14,145.0,1903.0,2958.0,17,1,19,0,1,0,2
1398,1540.0,0,0.7,1,0,1,29,0.1,157.0,7,1,318.0,831.0,1161.0,11,8,5,1,0,0,0
469,1845.0,1,0.5,1,10,0,61,0.3,96.0,1,12,292.0,695.0,1731.0,9,5,6,0,0,0,1
1692,1958.0,0,0.5,0,6,1,52,0.4,153.0,1,14,1524.0,1848.0,3064.0,7,6,3,1,0,0,3
1967,1783.0,0,2.9,1,2,0,42,0.7,104.0,6,8,1081.0,1979.0,387.0,14,5,3,0,1,0,1
687,768.0,0,0.5,1,0,0,19,0.9,159.0,2,1,637.0,991.0,1145.0,19,1,7,0,0,1,0
1843,1356.0,1,0.5,1,0,0,35,0.8,131.0,1,19,782.0,951.0,3451.0,5,2,17,1,1,1,3
639,924.0,0,0.5,1,0,1,47,0.3,167.0,8,6,108.0,1813.0,1620.0,17,15,12,1,0,0,1
1712,1783.0,1,0.5,0,8,0,14,0.6,183.0,8,11,910.0,1566.0,1816.0,12,7,7,0,0,1,2
1218,1820.0,1,1.4,0,5,0,51,0.9,163.0,7,10,202.0,1884.0,2481.0,11,9,11,0,0,0,2
1158,1097.0,0,0.8,0,10,1,21,0.1,160.0,7,15,1277.0,1352.0,2219.0,15,6,12,1,0,1,2
1415,1759.0,1,1.4,0,10,1,15,0.4,101.0,4,13,382.0,1163.0,2107.0,18,5,16,1,1,0,2
1527,1837.0,0,1.0,1,5,1,12,0.9,103.0,8,6,1420.0,1539.0,2294.0,8,7,20,1,0,1,3
1655,1670.0,1,3.0,0,14,0,62,0.5,114.0,8,20,1117.0,1330.0,3024.0,6,0,20,0,0,1,3
1300,664.0,0,1.5,0,5,1,6,0.9,164.0,2,19,1076.0,1472.0,3774.0,11,5,18,1,0,0,3
1822,877.0,0,1.5,1,0,1,17,0.1,195.0,7,0,1064.0,1985.0,2004.0,11,8,9,1,1,1,1
800,1439.0,0,0.9,0,12,1,20,0.8,147.0,1,17,626.0,932.0,1790.0,19,12,15,1,0,1,1
1603,984.0,1,2.2,1,0,1,39,0.5,119.0,8,18,56.0,1931.0,2013.0,11,7,16,1,1,0,1
160,1481.0,1,0.7,1,4,1,37,0.6,96.0,5,13,116.0,1533.0,2945.0,10,5,16,1,1,1,2
956,862.0,0,2.3,0,9,1,6,0.1,107.0,8,14,829.0,1977.0,3458.0,9,4,9,1,1,1,3
1186,1039.0,1,2.7,0,11,0,56,0.3,125.0,8,13,497.0,618.0,3105.0,14,8,5,0,1,1,2
821,1883.0,1,2.7,1,6,1,30,0.5,95.0,2,10,531.0,791.0,3724.0,16,15,20,1,1,1,3
1681,807.0,1,0.5,1,0,0,37,0.2,127.0,4,0,245.0,829.0,2319.0,5,4,4,0,0,0,1
877,1444.0,0,0.6,0,2,0,48,0.5,82.0,5,17,1092.0,1554.0,2540.0,17,2,15,1,1,1,3
913,1763.0,0,2.9,1,1,1,53,0.2,101.0,4,20,138.0,806.0,2066.0,12,9,17,1,1,1,1
152,1692.0,1,2.1,0,3,1,61,0.9,176.0,6,12,975.0,1996.0,1354.0,16,7,19,1,0,0,1
1870,1234.0,0,1.7,1,8,0,17,0.9,174.0,6,15,209.0,725.0,3351.0,12,9,19,0,0,1,2
1776,1072.0,1,2.2,1,6,0,19,0.4,114.0,8,16,380.0,877.0,2715.0,15,9,16,0,1,0,2
509,1872.0,1,2.3,0,6,0,44,0.7,134.0,3,15,459.0,1259.0,1955.0,9,4,15,1,0,1,2
1135,1344.0,0,1.5,0,1,0,14,0.5,190.0,1,3,419.0,556.0,2074.0,8,1,5,1,1,0,1
1250,913.0,0,1.7,1,1,1,41,0.3,103.0,1,14,431.0,1144.0,2278.0,15,3,18,1,1,0,1
1683,1083.0,1,2.0,0,3,0,41,0.7,158.0,5,5,937.0,1164.0,1543.0,18,3,10,0,0,1,1
103,1939.0,1,2.8,1,0,1,55,0.6,199.0,4,10,320.0,520.0,1047.0,14,10,18,1,1,0,0
1445,659.0,0,0.5,1,7,1,5,0.3,169.0,8,10,659.0,730.0,2190.0,16,10,16,1,1,0,1
1443,1180.0,1,2.5,0,0,1,27,0.1,90.0,6,1,168.0,540.0,348.0,7,5,19,1,1,1,0
586,704.0,1,2.7,0,8,1,29,0.2,80.0,1,10,1108.0,1509.0,1122.0,9,3,10,1,1,1,0
1768,719.0,1,0.5,1,0,1,23,0.4,113.0,6,9,431.0,1727.0,3990.0,14,9,12,1,1,1,3
1143,904.0,1,1.2,1,10,1,31,0.8,112.0,3,11,657.0,1014.0,2814.0,13,3,19,1,0,0,2
53,1457.0,0,1.9,1,1,1,16,0.3,102.0,3,10,1013.0,1287.0,1440.0,17,8,12,1,0,1,1
151,742.0,0,2.2,1,4,0,56,0.2,190.0,7,14,577.0,1359.0,3557.0,16,11,12,0,1,1,3
403,1476.0,1,1.2,1,0,1,55,0.1,171.0,4,5,1641.0,1666.0,1529.0,13,8,3,1,0,1,2
1942,1279.0,1,2.5,0,5,1,7,0.5,105.0,6,6,560.0,1633.0,1150.0,7,2,7,1,0,0,1
207,1265.0,0,1.5,0,7,0,49,0.7,182.0,5,16,690.0,836.0,1362.0,5,0,12,0,0,1,1
1894,1549.0,1,1.8,1,0,0,62,0.7,91.0,4,4,167.0,990.0,799.0,7,3,9,1,0,1,0
1122,1871.0,0,2.1,0,4,1,41,0.4,144.0,8,5,275.0,1966.0,2727.0,15,8,11,1,0,0,3
1890,1991.0,0,2.8,0,3,1,15,0.1,181.0,1,13,298.0,1037.0,1861.0,8,5,17,1,1,1,1
8,1445.0,1,0.5,0,0,0,53,0.7,174.0,7,14,386.0,836.0,1099.0,17,1,20,1,0,0,0
1014,1633.0,0,1.7,1,3,1,33,0.9,111.0,2,19,146.0,906.0,511.0,9,0,7,1,1,0,0
1906,1807.0,0,0.8,1,0,1,38,0.2,97.0,8,0,1332.0,1814.0,1069.0,7,6,7,1,0,0,1
1060,1408.0,1,2.5,0,3,0,32,0.1,151.0,4,6,875.0,982.0,3162.0,19,18,3,1,0,0,3
452,1406.0,0,0.5,1,2,1,34,0.8,98.0,3,5,1017.0,1366.0,3915.0,9,8,2,1,0,1,3
253,835.0,0,1.1,1,2,0,7,0.2,101.0,4,7,323.0,1604.0,1181.0,13,5,15,1,1,1,0
1327,948.0,0,2.3,0,14,0,22,0.1,173.0,5,20,257.0,1654.0,3499.0,11,7,19,1,1,1,3
896,1742.0,1,1.6,0,3,0,49,0.8,100.0,1,9,1134.0,1469.0,1947.0,5,4,6,1,0,1,2
1733,1163.0,1,2.1,1,0,1,19,0.9,132.0,2,1,728.0,818.0,2940.0,13,0,15,1,0,1,2
880,1554.0,0,2.7,1,3,1,47,0.7,185.0,5,12,319.0,1367.0,509.0,12,3,19,1,0,0,0
1595,1206.0,0,3.0,1,10,1,30,0.6,127.0,3,13,1581.0,1713.0,1825.0,7,1,4,1,0,1,2
1888,1544.0,0,2.4,0,18,1,12,0.1,186.0,7,20,470.0,844.0,489.0,9,4,2,1,0,1,0
623,644.0,1,1.3,1,7,1,30,0.5,114.0,1,16,1140.0,1654.0,2382.0,9,0,19,1,0,1,2
345,654.0,1,1.3,0,0,1,52,0.7,196.0,4,4,1715.0,1898.0,1036.0,17,4,13,1,0,0,1
1702,1424.0,1,2.9,1,0,0,20,0.6,180.0,5,0,181.0,1199.0,2658.0,15,0,19,1,0,0,2
262,1431.0,1,0.5,0,0,1,56,0.6,191.0,1,1,156.0,952.0,461.0,7,3,8,1,0,0,0
1634,986.0,1,0.8,0,13,1,28,0.8,182.0,4,20,199.0,679.0,1149.0,8,7,18,1,1,0,0
1321,1965.0,1,0.5,0,4,1,29,0.5,149.0,5,13,584.0,676.0,2973.0,11,1,20,1,1,1,3
1438,915.0,0,2.0,0,8,1,31,0.3,91.0,3,20,875.0,1316.0,378.0,11,6,9,1,1,0,0
150,843.0,1,0.5,0,1,1,56,0.1,147.0,5,17,140.0,800.0,2341.0,10,1,20,1,1,1,1
472,1077.0,0,2.5,1,0,1,45,1.0,174.0,3,4,897.0,1304.0,1965.0,6,2,6,1,1,0,1
640,600.0,0,0.5,0,0,0,14,0.8,112.0,5,2,320.0,747.0,1655.0,18,0,9,0,0,0,0
1982,1784.0,0,1.6,0,4,0,41,0.4,164.0,6,20,610.0,1437.0,2313.0,14,1,11,0,1,0,2
1882,591.0,0,2.1,1,18,1,16,0.5,196.0,7,20,952.0,1726.0,704.0,14,5,4,1,1,1,0
550,1408.0,1,2.1,1,10,0,45,0.9,89.0,5,14,613.0,1088.0,3952.0,8,6,3,0,0,1,3
1779,1807.0,1,2.9,0,0,0,16,0.2,125.0,3,0,1221.0,1415.0,2921.0,8,5,17,0,1,0,3
928,1349.0,1,2.2,1,5,0,55,0.1,105.0,7,7,648.0,1019.0,2462.0,15,7,17,1,0,1,2
488,1949.0,0,1.8,0,0,0,20,0.8,186.0,5,4,518.0,592.0,1125.0,17,10,9,0,0,0,1
1811,537.0,1,2.0,0,1,1,55,0.3,103.0,7,2,1041.0,1430.0,2029.0,10,5,12,1,1,1,1
1171,815.0,0,2.0,1,4,0,51,0.3,85.0,6,12,982.0,1291.0,3469.0,5,4,6,1,0,1,3
146,1101.0,0,1.8,0,0,0,31,0.2,148.0,2,7,387.0,1269.0,2196.0,12,6,19,0,1,1,1
1704,1934.0,1,2.7,0,8,1,2,0.1,118.0,4,16,242.0,1127.0,2190.0,18,1,9,1,0,1,2
1928,1283.0,1,2.4,1,8,1,33,1.0,93.0,3,15,510.0,980.0,773.0,17,7,2,1,1,0,0
402,1479.0,0,0.5,0,8,0,19,0.6,156.0,3,10,180.0,1476.0,3323.0,13,12,6,1,0,1,3
954,922.0,1,0.7,0,0,1,47,1.0,157.0,8,14,1295.0,1808.0,1464.0,17,4,12,1,0,1,1
1877,1142.0,1,1.2,0,0,0,2,0.6,114.0,6,0,623.0,769.0,1747.0,7,0,14,0,1,0,1
659,966.0,1,0.6,0,9,1,50,0.2,117.0,4,10,1446.0,1754.0,2574.0,10,1,5,1,0,1,2
1372,561.0,1,2.8,1,2,1,40,0.1,99.0,7,6,426.0,865.0,2974.0,15,12,19,1,0,1,2
463,965.0,1,1.5,1,5,0,13,1.0,109.0,2,14,130.0,998.0,1138.0,9,8,10,0,1,0,0
1349,1576.0,1,0.9,1,0,1,14,0.4,173.0,2,4,1213.0,1386.0,3220.0,17,2,6,1,1,0,3
186,1266.0,0,0.5,0,0,1,5,0.1,95.0,6,9,1365.0,1698.0,1687.0,11,0,18,1,0,0,2
1147,1851.0,1,1.9,1,3,1,12,0.9,198.0,6,11,293.0,1967.0,735.0,7,6,14,1,0,1,0
1224,1515.0,0,2.6,0,0,1,56,0.9,184.0,3,1,1438.0,1593.0,262.0,14,4,20,1,1,0,0
608,1975.0,1,1.5,0,6,1,16,0.9,128.0,8,11,80.0,655.0,2998.0,5,4,13,1,1,0,2
143,786.0,0,2.2,1,0,0,33,0.5,141.0,7,6,507.0,1697.0,2390.0,12,11,5,1,0,1,2
751,1331.0,1,1.6,0,0,0,16,0.5,165.0,2,7,1109.0,1226.0,1026.0,13,5,20,1,0,1,1
1534,622.0,1,1.9,1,12,0,11,0.8,193.0,8,14,760.0,1964.0,3183.0,5,0,4,1,1,1,2
981,1046.0,1,2.8,1,0,1,58,0.2,100.0,8,0,259.0,1040.0,3863.0,17,12,9,1,1,1,3
197,1308.0,0,1.9,0,0,1,61,0.7,106.0,3,7,59.0,1215.0,3355.0,15,2,4,1,0,1,3
1633,1469.0,0,1.7,1,11,1,44,0.5,169.0,2,14,484.0,711.0,1687.0,15,5,5,1,1,1,1
883,1918.0,0,2.8,0,1,0,22,0.3,139.0,1,5,381.0,1203.0,1369.0,9,6,6,0,1,1,1
279,823.0,1,0.5,0,0,0,39,0.4,187.0,8,4,630.0,888.0,294.0,13,9,11,0,0,1,0
293,1517.0,0,0.5,0,6,1,48,0.6,143.0,5,14,802.0,1489.0,2822.0,15,5,11,1,1,1,3
1823,1493.0,0,1.5,1,13,0,53,0.5,102.0,5,16,240.0,1414.0,2083.0,19,15,20,0,1,1,2
400,1266.0,0,1.9,1,0,1,7,0.2,184.0,3,12,346.0,1468.0,2532.0,10,5,4,1,1,1,2
122,825.0,1,0.5,1,7,0,52,0.9,130.0,3,10,597.0,863.0,3534.0,10,4,6,0,1,0,3
1207,627.0,0,1.8,0,2,0,20,0.8,142.0,3,8,211.0,507.0,896.0,17,6,14,0,0,0,0
202,1087.0,0,1.3,0,0,1,16,0.3,166.0,3,9,295.0,589.0,690.0,14,6,6,1,0,1,0
1462,1796.0,1,2.3,0,4,0,44,0.9,184.0,2,11,1024.0,1363.0,3577.0,17,7,4,1,1,0,3
835,1224.0,1,1.6,0,9,0,33,1.0,157.0,1,18,522.0,563.0,3796.0,10,5,13,1,1,0,3
246,862.0,1,0.8,1,3,0,23,0.4,165.0,2,15,793.0,1758.0,278.0,16,3,11,0,0,1,0
1439,1006.0,0,2.2,1,4,1,22,0.8,135.0,4,8,35.0,991.0,909.0,18,4,7,1,0,1,0
1753,995.0,0,1.3,1,1,0,10,0.1,104.0,4,3,258.0,1889.0,609.0,11,3,5,1,0,1,0
1901,965.0,1,1.4,0,1,0,13,0.9,197.0,8,2,645.0,1275.0,2343.0,17,12,15,1,0,0,2
1707,1699.0,1,0.5,0,16,0,21,0.1,156.0,4,20,105.0,1099.0,1181.0,16,0,18,1,1,0,1
1880,1720.0,0,1.6,0,18,1,2,0.8,188.0,5,20,334.0,896.0,2522.0,10,5,2,1,0,1,2
1153,1526.0,0,1.1,1,2,1,38,0.3,116.0,5,6,798.0,1418.0,3317.0,7,1,8,1,1,1,3
1661,1902.0,0,0.5,0,10,0,13,0.2,155.0,4,11,766.0,877.0,940.0,14,10,15,1,1,0,1
1426,1454.0,0,1.4,1,8,0,37,0.8,80.0,8,20,903.0,910.0,1713.0,16,0,19,0,0,0,1
384,625.0,1,1.9,0,12,1,33,0.2,191.0,1,20,431.0,550.0,3801.0,10,6,2,1,0,0,2
1758,581.0,0,0.6,0,5,1,56,0.2,180.0,2,10,523.0,565.0,354.0,10,4,13,1,1,1,0
854,767.0,0,0.8,0,7,1,10,0.5,107.0,4,12,517.0,1995.0,2317.0,6,0,12,1,1,1,2
1589,1765.0,0,1.1,0,3,0,11,0.7,87.0,2,7,835.0,1175.0,3695.0,6,5,18,1,0,0,3
219,1551.0,0,1.1,0,4,0,51,0.1,88.0,5,6,1738.0,1995.0,3844.0,11,8,4,0,1,0,3
641,518.0,0,0.8,1,0,0,3,0.1,178.0,7,1,437.0,1947.0,2832.0,5,0,8,1,0,1,2
1,1021.0,1,0.5,1,0,1,53,0.7,136.0,3,6,905.0,1988.0,2631.0,17,3,7,1,1,0,2
112,867.0,0,1.4,1,0,1,4,0.7,135.0,6,1,70.0,1974.0,790.0,13,6,3,1,1,0,0
698,1940.0,1,0.9,1,4,0,17,0.7,93.0,5,7,112.0,858.0,2297.0,14,6,8,0,1,0,2
1915,936.0,0,1.0,0,1,0,18,0.2,153.0,3,18,1330.0,1686.0,2391.0,12,6,3,1,1,1,2
951,633.0,1,1.4,0,0,1,46,0.7,102.0,6,10,709.0,1915.0,1401.0,19,14,11,1,1,0,1
1648,645.0,0,2.5,0,10,1,63,1.0,174.0,4,14,278.0,584.0,3615.0,18,8,13,1,0,1,2
1636,1561.0,0,0.5,1,10,1,4,0.5,134.0,2,13,885.0,1811.0,1783.0,13,12,10,1,1,0,2
1885,713.0,0,0.9,1,0,0,42,0.1,94.0,1,14,1048.0,1123.0,928.0,12,10,9,0,0,1,0
1410,856.0,0,1.9,1,0,1,14,0.6,115.0,1,7,395.0,1027.0,2439.0,6,3,12,1,1,1,1
1409,851.0,0,2.3,1,7,1,54,1.0,101.0,2,9,788.0,1007.0,1005.0,12,2,14,1,0,1,0
1533,642.0,1,0.5,0,0,1,38,0.8,86.0,5,10,887.0,1775.0,435.0,9,2,2,1,1,0,0
1291,1278.0,1,1.2,0,10,1,60,0.6,172.0,7,14,1244.0,1504.0,3142.0,11,4,19,1,0,1,3
1808,1207.0,0,0.5,0,0,0,58,0.3,112.0,8,0,406.0,681.0,503.0,7,3,5,1,1,0,0
441,1654.0,0,1.8,0,1,0,11,0.3,146.0,7,2,1184.0,1719.0,1070.0,8,1,14,1,1,1,1
1520,1883.0,0,1.6,0,9,0,24,0.1,87.0,1,16,203.0,915.0,3563.0,17,10,3,0,0,0,3
1136,564.0,0,3.0,1,1,0,8,0.7,130.0,2,3,853.0,1737.0,2227.0,9,2,14,1,0,1,1
1715,1969.0,0,0.8,1,5,1,7,0.2,85.0,8,20,332.0,764.0,315.0,16,7,7,1,1,0,0
1256,1747.0,0,0.5,0,4,0,13,0.7,185.0,6,12,800.0,873.0,3105.0,7,1,10,1,0,0,3
1863,1920.0,0,0.6,1,3,1,19,0.5,131.0,3,8,670.0,1152.0,3943.0,13,0,4,1,1,0,3
1631,612.0,1,0.5,1,1,1,20,0.8,179.0,8,6,1145.0,1487.0,3282.0,16,2,18,1,1,1,3
1695,1470.0,0,2.2,1,4,1,33,0.4,138.0,7,10,1790.0,1988.0,1633.0,18,4,4,1,0,0,2
1397,717.0,0,1.1,1,2,1,14,0.1,99.0,8,6,1878.0,1981.0,629.0,16,15,20,1,0,0,0
663,1623.0,1,1.2,0,6,1,61,0.9,120.0,7,12,1568.0,1832.0,1510.0,12,10,17,1,1,0,2
1835,1680.0,1,1.2,1,6,1,37,0.7,168.0,4,7,679.0,1231.0,1459.0,15,3,2,1,1,0,1
1257,1449.0,1,0.5,1,0,0,52,0.6,105.0,6,0,211.0,947.0,2036.0,5,1,10,0,1,0,1
1773,1514.0,1,1.4,0,3,1,12,0.6,138.0,3,4,306.0,538.0,1037.0,15,3,15,1,0,1,0
1700,742.0,1,0.5,0,0,1,36,0.7,139.0,3,1,1161.0,1288.0,292.0,8,0,6,1,1,1,0
317,1170.0,1,0.9,0,6,1,14,0.4,199.0,2,13,474.0,709.0,715.0,18,5,20,1,0,1,0
648,1112.0,1,0.5,1,1,0,53,0.6,121.0,4,16,234.0,739.0,3655.0,7,3,20,1,1,0,3
1434,1811.0,1,0.5,1,0,0,32,1.0,115.0,6,0,204.0,1132.0,348.0,17,11,18,1,0,1,0
1479,1806.0,1,2.0,1,2,1,54,0.1,117.0,1,11,347.0,727.0,3142.0,13,0,6,1,0,1,3
709,1640.0,1,0.7,0,10,1,21,0.8,169.0,7,14,589.0,1301.0,337.0,16,3,5,1,1,0,0
1382,1420.0,0,2.8,1,1,0,50,0.1,100.0,8,8,194.0,1393.0,763.0,17,1,17,0,1,1,0
